zip,donations,total,NAME,variable,populationtotal,moe,donation_rate_per_1000
21790,5,349.24,ZCTA5 21790,totalpopulation,157,142,31.84713375796178
21791,1283,18969.599999999995,ZCTA5 21791,totalpopulation,5245,425,244.6139180171592
21793,2311,63179.49999999996,ZCTA5 21793,totalpopulation,10416,606,221.87019969278035
21794,648,27815.850000000013,ZCTA5 21794,totalpopulation,2277,455,284.5849802371542
21795,1602,25785.01000000001,ZCTA5 21795,totalpopulation,9147,574,175.13938996392258
21797,3224,169015.33999999994,ZCTA5 21797,totalpopulation,8873,759,363.349487208385
21798,331,18457.95,ZCTA5 21798,totalpopulation,2057,245,160.91395235780263
21801,4484,130242.52999999998,ZCTA5 21801,totalpopulation,29866,1191,150.13727984999664
21802,194,2387.96,ZCTA5 21802,totalpopulation,90,42,2155.5555555555557
21804,7964,177007.2200000002,ZCTA5 21804,totalpopulation,40877,1220,194.8283876018299
21810,3,90,ZCTA5 21810,totalpopulation,814,552,3.6855036855036856
21811,9781,276675.0200000005,ZCTA5 21811,totalpopulation,24071,625,406.33957874620916
21813,1012,18157.769999999997,ZCTA5 21813,totalpopulation,2672,445,378.7425149700599
21814,274,5105.589999999998,ZCTA5 21814,totalpopulation,268,205,1022.3880597014925
21817,312,6336.919999999993,ZCTA5 21817,totalpopulation,4515,299,69.1029900332226
21821,155,2020.34,ZCTA5 21821,totalpopulation,871,134,177.95637198622273
21822,632,12221.479999999998,ZCTA5 21822,totalpopulation,1687,376,374.6295198577356
21824,16,166,ZCTA5 21824,totalpopulation,101,57,158.41584158415841
21826,717,10358.839999999998,ZCTA5 21826,totalpopulation,5325,157,134.64788732394368
21829,17,435,ZCTA5 21829,totalpopulation,401,123,42.394014962593516
21830,383,9341.89,ZCTA5 21830,totalpopulation,4060,667,94.33497536945814
21835,19,79,ZCTA5 21835,totalpopulation,337,146,56.37982195845697
21837,509,5382.609999999997,ZCTA5 21837,totalpopulation,3200,372,159.0625
21838,55,1579,ZCTA5 21838,totalpopulation,1657,266,33.1925165962583
21840,59,936.9400000000002,ZCTA5 21840,totalpopulation,438,253,134.70319634703196
21841,349,6055.21,ZCTA5 21841,totalpopulation,1580,358,220.8860759493671
21842,2437,52256.51999999999,ZCTA5 21842,totalpopulation,10655,384,228.71891130924448
21849,541,11445.820000000002,ZCTA5 21849,totalpopulation,3577,511,151.24405926754264
21850,110,1634.26,ZCTA5 21850,totalpopulation,2935,515,37.47870528109029
21851,810,13798.000000000004,ZCTA5 21851,totalpopulation,6949,405,116.5635343214851
21853,555,8938.869999999994,ZCTA5 21853,totalpopulation,11957,668,46.41632516517521
21856,221,2715.48,ZCTA5 21856,totalpopulation,875,379,252.57142857142856
21861,42,1238.16,ZCTA5 21861,totalpopulation,689,148,60.95791001451379
21862,2,20,ZCTA5 21862,totalpopulation,90,134,22.22222222222222
21863,778,15254.77,ZCTA5 21863,totalpopulation,4657,389,167.0603392742109
21864,59,2239.66,ZCTA5 21864,totalpopulation,548,193,107.66423357664233
21865,284,5664.640000000003,ZCTA5 21865,totalpopulation,594,281,478.1144781144781
21867,3,104,ZCTA5 21867,totalpopulation,23,24,130.43478260869566
21869,178,1823.8399999999983,ZCTA5 21869,totalpopulation,1145,223,155.45851528384281
21871,135,2733.2100000000005,ZCTA5 21871,totalpopulation,2198,503,61.41947224749773
21872,51,683.82,ZCTA5 21872,totalpopulation,379,180,134.5646437994723
21874,139,1668.7499999999998,ZCTA5 21874,totalpopulation,1874,347,74.17289220917823
21875,853,14828.73,ZCTA5 21875,totalpopulation,6676,818,127.77112043139604
21901,2086,51409.42999999997,ZCTA5 21901,totalpopulation,16790,1242,124.24061941631923
21902,44,410,ZCTA5 21902,totalpopulation,215,157,204.65116279069767
21903,1147,15152.06,ZCTA5 21903,totalpopulation,5947,610,192.87035480073985
21904,1461,27753.210000000003,ZCTA5 21904,totalpopulation,7075,700,206.5017667844523
21911,1120,18688.95999999996,ZCTA5 21911,totalpopulation,11130,648,100.62893081761007
21912,119,4150.6,ZCTA5 21912,totalpopulation,1139,378,104.4776119402985
21913,93,2956.27,ZCTA5 21913,totalpopulation,880,291,105.68181818181819
21914,114,2967.6400000000003,ZCTA5 21914,totalpopulation,860,306,132.5581395348837
21915,792,16423.720000000012,ZCTA5 21915,totalpopulation,2949,482,268.5656154628688
21916,23,382,ZCTA5 21916,totalpopulation,44,64,522.7272727272727
21917,167,6169.52,ZCTA5 21917,totalpopulation,2127,357,78.51433944522802
21918,604,11263.31,ZCTA5 21918,totalpopulation,3692,460,163.59696641386782
21919,995,19727.17,ZCTA5 21919,totalpopulation,2919,412,340.8701610140459
21920,16,331,ZCTA5 21920,totalpopulation,491,192,32.586558044806516
21921,6975,152703.25000000015,ZCTA5 21921,totalpopulation,46162,1323,151.098305965946
21930,55,2363,ZCTA5 21930,totalpopulation,132,175,416.6666666666667
