COUNTY,pct_DEM24,pct_REP24,pct_UNAF24,pct_DEM22,pct_REP22,pct_UNAF22,pct_DEM20,pct_REP20,pct_UNAF20,pct_DEM18,pct_REP18,pct_UNAF18,pct_DEM16,pct_REP16,pct_UNAF16,pct_DEM14,pct_REP14,pct_UNAF14,pct_DEM12,pct_REP12,pct_UNAF12,pct_DEM10,pct_REP10,pct_UNAF10,pct_DEM08,pct_REP08,pct_UNAF08,pct_DEM06,pct_REP06,pct_UNAF06,pct_DEM04,pct_REP04,pct_UNAF04
TOTAL,52.381257015379354,23.894938616162964,21.846670462880294,54.063351096315685,23.97947509392833,20.270069849947085,54.961164520687475,24.685392442105233,18.794129859607203,54.85018164717065,25.47630898540682,18.06055138665411,55.002746590072945,26.012361682332024,17.439478735717227,54.91527669520371,25.667537673130642,17.866137875799236,55.749085969548084,25.963276587980076,16.631556183306188,56.43514101658764,26.682096585914195,15.235844298087592,56.71495304641173,27.028661571470398,14.148098623656102,55.145710274747586,28.931892839915335,13.878940261141933,55.255685652392664,29.300277180737254,13.918518684739514
